id,conversation_context,customer_message,gold_intent,gold_escalation,gold_reason,notes,review_status
gold_113,Customer contacted @AmazonHelp regarding prime membership and billing.,@AmazonHelp Charged for Amazon Music Unlimited family plan when I only authorized single plan.,prime_membership_and_billing,ESCALATE_TO_HUMAN,Subscription tier dispute requiring tier adjustment and credit.,Tier mismatch billing.,PROPOSED
gold_114,Customer contacted @AmazonHelp regarding prime membership and billing.,@AmazonHelp What happens to my cloud photo storage if I cancel Prime?,prime_membership_and_billing,AUTO_HANDLE,Amazon Photos storage post-cancellation policy.,Data policy.,PROPOSED
gold_115,Customer contacted @AmazonHelp regarding prime membership and billing.,@AmazonHelp I want an itemized tax receipt for all Prime charges in 2023 for my accountant.,prime_membership_and_billing,AUTO_HANDLE,Tax invoice download guidance.,Self-service invoicing.,PROPOSED
gold_116,Customer contacted @AmazonHelp regarding prime membership and billing.,"@AmazonHelp Signed up for annual Prime promo with 0 gift card bonus, gift card never sent.",prime_membership_and_billing,ESCALATE_TO_HUMAN,Missing promotional gift card incentive.,Missing promotion.,PROPOSED
gold_117,Customer contacted @AmazonHelp regarding prime membership and billing.,@AmazonHelp Can I pay for Amazon Prime membership using cash or retail store cards?,prime_membership_and_billing,AUTO_HANDLE,Prime payment options explanation.,Payment options.,PROPOSED
gold_118,Customer contacted @AmazonHelp regarding prime membership and billing.,"@AmazonHelp My Prime delivery guarantee was missed 4 times this month, what is my compensation?",prime_membership_and_billing,ESCALATE_TO_HUMAN,Repeated Prime SLA delivery guarantee compensation request.,SLA compensation.,PROPOSED
gold_119,Customer contacted @AmazonHelp regarding prime membership and billing.,@AmazonHelp How do I remove an authorized adult from my Amazon Household?,prime_membership_and_billing,AUTO_HANDLE,Household management instructions.,Account settings.,PROPOSED
gold_120,Customer contacted @AmazonHelp regarding prime membership and billing.,@AmazonHelp Card was charged 9 for Audible without my consent.,prime_membership_and_billing,ESCALATE_TO_HUMAN,Unauthorized subsidiary subscription dispute.,Unauthorized subscription.,PROPOSED
gold_121,Customer contacted @AmazonHelp regarding prime membership and billing.,@AmazonHelp Will I get a refund if I cancel Prime 6 months into an annual subscription?,prime_membership_and_billing,AUTO_HANDLE,Prorated refund policy explanation for Prime.,Policy clarification.,PROPOSED
gold_122,Customer contacted @AmazonHelp regarding prime membership and billing.,@AmazonHelp Prime Video says I need to pay extra to watch movies without ads now?,prime_membership_and_billing,AUTO_HANDLE,Ad-free Prime Video tier explanation.,Service terms.,PROPOSED
gold_123,Customer contacted @AmazonHelp regarding prime membership and billing.,"@AmazonHelp My credit card expired, will my Prime membership cancel immediately?",prime_membership_and_billing,AUTO_HANDLE,Grace period and backup payment retry policy.,Billing policy.,PROPOSED
gold_124,Customer contacted @AmazonHelp regarding prime membership and billing.,@AmazonHelp Disputed charge with my bank and now Amazon locked my whole account.,prime_membership_and_billing,ESCALATE_TO_HUMAN,Chargeback account suspension requiring risk management specialist.,Chargeback lock.,PROPOSED
gold_125,Customer contacted @AmazonHelp regarding prime membership and billing.,@AmazonHelp Can I transfer my Prime membership from US account to Amazon UK?,prime_membership_and_billing,AUTO_HANDLE,Cross-border marketplace Prime non-transferability policy.,Cross-border policy.,PROPOSED
gold_126,Customer contacted @AmazonHelp regarding digital services and devices.,@AmazonHelp Prime Video gives error 5004 on my Samsung Smart TV.,digital_services_and_devices,AUTO_HANDLE,Error 5004 cache clear and router restart steps.,Troubleshooting.,PROPOSED
gold_127,Customer contacted @AmazonHelp regarding digital services and devices.,"@AmazonHelp Fire Tablet won't turn on after charging overnight, battery light flashes red.",digital_services_and_devices,ESCALATE_TO_HUMAN,Hardware battery failure under warranty requiring RMA.,Hardware defect.,PROPOSED
gold_128,Customer contacted @AmazonHelp regarding digital services and devices.,@AmazonHelp How do I sync Kindle books between my phone and my Paperwhite?,digital_services_and_devices,AUTO_HANDLE,Whispersync setup instructions.,Feature guidance.,PROPOSED
gold_129,Customer contacted @AmazonHelp regarding digital services and devices.,@AmazonHelp Echo Dot won't connect to 5GHz Wi-Fi network.,digital_services_and_devices,AUTO_HANDLE,Dual-band router Wi-Fi setup troubleshooting.,Connectivity setup.,PROPOSED
gold_130,Customer contacted @AmazonHelp regarding digital services and devices.,@AmazonHelp Purchased an audiobook on Audible but it won't play on my Alexa speaker.,digital_services_and_devices,AUTO_HANDLE,Account linking and Alexa voice command guidance.,Integration help.,PROPOSED
gold_131,Customer contacted @AmazonHelp regarding digital services and devices.,@AmazonHelp Kindle Paperwhite screen has permanent vertical dead pixel lines.,digital_services_and_devices,ESCALATE_TO_HUMAN,Display hardware failure requiring warranty exchange.,Display hardware.,PROPOSED
gold_132,Customer contacted @AmazonHelp regarding digital services and devices.,"@AmazonHelp Rented movie on Prime Video by accident, haven't started watching yet. Can I refund?",digital_services_and_devices,AUTO_HANDLE,Accidental digital video self-service refund portal.,Instant refund flow.,PROPOSED
gold_133,Customer contacted @AmazonHelp regarding digital services and devices.,"@AmazonHelp Fire TV Stick remote buttons stopped working, reset button does nothing.",digital_services_and_devices,ESCALATE_TO_HUMAN,Defective remote control requiring replacement.,Accessory failure.,PROPOSED
gold_134,Customer contacted @AmazonHelp regarding digital services and devices.,@AmazonHelp How do I set up parental controls on my child's Fire HD Kids tablet?,digital_services_and_devices,AUTO_HANDLE,Amazon Kids parental controls setup guide.,Parental settings.,PROPOSED
gold_135,Customer contacted @AmazonHelp regarding digital services and devices.,@AmazonHelp Audio is out of sync with video on all Prime Video movies on Apple TV.,digital_services_and_devices,AUTO_HANDLE,Audio frame rate match setting adjustment.,App settings.,PROPOSED
gold_136,Customer contacted @AmazonHelp regarding digital services and devices.,@AmazonHelp Echo Show camera privacy shutter is physically jammed closed.,digital_services_and_devices,ESCALATE_TO_HUMAN,Physical mechanism defect under warranty.,Hardware defect.,PROPOSED
gold_137,Customer contacted @AmazonHelp regarding digital services and devices.,@AmazonHelp Why did the Kindle store remove a book I previously purchased and paid for?,digital_services_and_devices,ESCALATE_TO_HUMAN,Publisher digital rights withdrawal dispute.,DRM / Content dispute.,PROPOSED
gold_138,Customer contacted @AmazonHelp regarding digital services and devices.,@AmazonHelp Can I sideload PDF documents onto my Kindle Paperwhite via USB?,digital_services_and_devices,AUTO_HANDLE,Send-to-Kindle and USB transfer instructions.,Document transfer.,PROPOSED
gold_139,Customer contacted @AmazonHelp regarding digital services and devices.,@AmazonHelp Alexa started playing music randomly in the middle of the night at max volume.,digital_services_and_devices,AUTO_HANDLE,Alexa voice history review and routine check.,Smart home behavior.,PROPOSED
gold_140,Customer contacted @AmazonHelp regarding digital services and devices.,@AmazonHelp Fire TV 4K keeps shutting down due to overheating warning.,digital_services_and_devices,ESCALATE_TO_HUMAN,Hardware thermal overheating defect.,Thermal defect.,PROPOSED
gold_141,Customer contacted @AmazonHelp regarding digital services and devices.,@AmazonHelp How to pair bluetooth headphones with Fire TV Stick?,digital_services_and_devices,AUTO_HANDLE,Bluetooth pairing instructions.,Bluetooth guidance.,PROPOSED
gold_142,Customer contacted @AmazonHelp regarding digital services and devices.,"@AmazonHelp Bought Kindle eBook in Spanish by mistake, want English version.",digital_services_and_devices,AUTO_HANDLE,Digital book return and repurchase guidance.,Digital return.,PROPOSED
gold_143,Customer contacted @AmazonHelp regarding digital services and devices.,@AmazonHelp Ring Video Doorbell not recording motion events after latest firmware update.,digital_services_and_devices,AUTO_HANDLE,Motion zone calibration and firmware troubleshooting.,IoT device support.,PROPOSED
gold_144,Customer contacted @AmazonHelp regarding digital services and devices.,@AmazonHelp Kindle battery drains from 100% to 0% in less than 2 hours.,digital_services_and_devices,ESCALATE_TO_HUMAN,Severe battery degradation under warranty.,Battery degradation.,PROPOSED
gold_145,Customer contacted @AmazonHelp regarding digital services and devices.,@AmazonHelp How to deregister an old Kindle device before selling it on eBay?,digital_services_and_devices,AUTO_HANDLE,Device deregistration steps.,Device management.,PROPOSED
gold_146,Customer contacted @AmazonHelp regarding digital services and devices.,@AmazonHelp Prime Video video quality is blurry on fiber gigabit internet connection.,digital_services_and_devices,AUTO_HANDLE,Video streaming quality settings and CDN check.,Stream quality.,PROPOSED
gold_147,Customer contacted @AmazonHelp regarding digital services and devices.,@AmazonHelp Echo Studio speaker makes loud buzzing and popping electrical noise.,digital_services_and_devices,ESCALATE_TO_HUMAN,Audio amplifier electrical defect.,Electrical defect.,PROPOSED
gold_148,Customer contacted @AmazonHelp regarding digital services and devices.,@AmazonHelp Can I share my Kindle books with family members?,digital_services_and_devices,AUTO_HANDLE,Family Library sharing instructions.,Library sharing.,PROPOSED
gold_149,Customer contacted @AmazonHelp regarding digital services and devices.,@AmazonHelp Fire Stick HDMI port connector broke off inside television.,digital_services_and_devices,ESCALATE_TO_HUMAN,Hardware physical break / TV damage concern.,Physical damage.,PROPOSED
gold_150,Customer contacted @AmazonHelp regarding digital services and devices.,@AmazonHelp Is the Kindle Oasis waterproof for use in the pool?,digital_services_and_devices,AUTO_HANDLE,IPX8 waterproof rating explanation.,Product specification.,PROPOSED
gold_151,Customer contacted @AmazonHelp regarding account access and security.,"@AmazonHelp URGENT: Hacker accessed my account, changed email and ordered 4 iPhones to Miami!",account_access_and_security,ESCALATE_TO_HUMAN,CRITICAL ACCOUNT TAKEOVER: Fraudulent orders and unauthorized access.,Severe security breach.,PROPOSED
gold_152,Customer contacted @AmazonHelp regarding account access and security.,@AmazonHelp How do I turn on Two-Step Verification for extra login security?,account_access_and_security,AUTO_HANDLE,2SV / 2FA setup instructions.,Security setting.,PROPOSED
gold_153,Customer contacted @AmazonHelp regarding account access and security.,@AmazonHelp Not receiving the 6-digit SMS verification code to my phone number.,account_access_and_security,AUTO_HANDLE,2FA SMS troubleshooting and voice call backup option.,2FA troubleshooting.,PROPOSED
gold_154,Customer contacted @AmazonHelp regarding account access and security.,@AmazonHelp Account locked for security reasons with no instructions on how to unlock.,account_access_and_security,ESCALATE_TO_HUMAN,Account suspension requiring identity verification specialist.,Locked account.,PROPOSED
gold_155,Customer contacted @AmazonHelp regarding account access and security.,"@AmazonHelp Received suspicious email claiming my Amazon order is on hold, looks like phishing.",account_access_and_security,AUTO_HANDLE,Phishing identification and reporting instructions.,Phishing awareness.,PROPOSED
gold_156,Customer contacted @AmazonHelp regarding account access and security.,@AmazonHelp Someone in another state logged into my Prime Video profile and made watchlists.,account_access_and_security,ESCALATE_TO_HUMAN,Unauthorized session breach requiring global sign-out and password reset.,Unauthorized session.,PROPOSED
gold_157,Customer contacted @AmazonHelp regarding account access and security.,@AmazonHelp How do I permanently delete my Amazon account and personal data under GDPR/CCPA?,account_access_and_security,AUTO_HANDLE,Account closure and data deletion self-service request page.,Privacy rights.,PROPOSED
gold_158,Customer contacted @AmazonHelp regarding account access and security.,@AmazonHelp I lost access to my registered phone number and cannot pass 2FA to login.,account_access_and_security,ESCALATE_TO_HUMAN,Lost 2FA recovery requiring manual government ID account recovery.,2FA account recovery.,PROPOSED
gold_159,Customer contacted @AmazonHelp regarding account access and security.,@AmazonHelp Credit card on file was used for fraudulent Amazon orders on an unknown account.,account_access_and_security,ESCALATE_TO_HUMAN,Credit card fraud investigation escalation.,Payment card fraud.,PROPOSED
gold_160,Customer contacted @AmazonHelp regarding account access and security.,@AmazonHelp How do I download a copy of all my Amazon purchase history and personal data?,account_access_and_security,AUTO_HANDLE,Request My Data self-service privacy portal.,Data request.,PROPOSED
gold_161,Customer contacted @AmazonHelp regarding account access and security.,@AmazonHelp Amazon account password reset email is not arriving in my inbox or spam.,account_access_and_security,AUTO_HANDLE,Email filter check and alternative sign-in options.,Email delivery.,PROPOSED
gold_162,Customer contacted @AmazonHelp regarding account access and security.,@AmazonHelp Employee who left my business still has access to our Amazon Business account.,account_access_and_security,ESCALATE_TO_HUMAN,Enterprise corporate account permission override.,Corporate security.,PROPOSED
gold_163,Customer contacted @AmazonHelp regarding account access and security.,@AmazonHelp Received physical package addressed to me containing random cheap seeds I never ordered.,account_access_and_security,AUTO_HANDLE,Brushing scam explanation and reporting steps.,Brushing scam.,PROPOSED
gold_164,Customer contacted @AmazonHelp regarding account access and security.,@AmazonHelp Account suspended because algorithm thought I had linked accounts.,account_access_and_security,ESCALATE_TO_HUMAN,Algorithmic false positive account suspension appeal.,Account appeal.,PROPOSED
gold_165,Customer contacted @AmazonHelp regarding account access and security.,@AmazonHelp Can I have two Amazon accounts registered to the same mobile phone number?,account_access_and_security,AUTO_HANDLE,Account credentials policy explanation.,Account policy.,PROPOSED
gold_166,Customer contacted @AmazonHelp regarding account access and security.,@AmazonHelp Someone placed an order using archived orders feature to hide it from me.,account_access_and_security,ESCALATE_TO_HUMAN,Suspected domestic unauthorized access.,Internal account breach.,PROPOSED
gold_167,Customer contacted @AmazonHelp regarding account access and security.,@AmazonHelp How to view active devices currently signed into my Amazon account?,account_access_and_security,AUTO_HANDLE,Manage Your Content and Devices security tab instructions.,Account settings.,PROPOSED
gold_168,Customer contacted @AmazonHelp regarding account access and security.,@AmazonHelp Received SMS asking for OTP code from a person claiming to be Amazon support.,account_access_and_security,AUTO_HANDLE,Social engineering scam warning and reporting.,Social engineering.,PROPOSED
gold_169,Customer contacted @AmazonHelp regarding account access and security.,"@AmazonHelp My Amazon seller account balance of 2,000 is frozen due to verification hold.",account_access_and_security,ESCALATE_TO_HUMAN,High-dollar seller funds hold requiring merchant risk specialist.,Commercial funds hold.,PROPOSED
gold_170,Customer contacted @AmazonHelp regarding account access and security.,@AmazonHelp How do I change the email address associated with my Amazon account?,account_access_and_security,AUTO_HANDLE,Login & Security settings self-service instructions.,Account management.,PROPOSED
gold_171,Customer contacted @AmazonHelp regarding account access and security.,@AmazonHelp Identity verification document upload keeps failing with error 500.,account_access_and_security,ESCALATE_TO_HUMAN,KYC compliance technical failure requiring manual submission.,KYC verification.,PROPOSED
gold_172,Customer contacted @AmazonHelp regarding account access and security.,@AmazonHelp Can I set up Passkey biometric login on iPhone for Amazon app?,account_access_and_security,AUTO_HANDLE,Passkey setup instructions.,Security feature.,PROPOSED
gold_173,Customer contacted @AmazonHelp regarding account access and security.,@AmazonHelp I received an email stating an unrecognized login from Russia at 3 AM.,account_access_and_security,ESCALATE_TO_HUMAN,Foreign unauthorized IP login requiring account freeze and security audit.,Foreign IP breach.,PROPOSED
gold_174,Customer contacted @AmazonHelp regarding account access and security.,@AmazonHelp What is the minimum password requirement for Amazon accounts?,account_access_and_security,AUTO_HANDLE,Password complexity requirements information.,Password policy.,PROPOSED
gold_175,Customer contacted @AmazonHelp regarding account access and security.,@AmazonHelp Account locked because of billing address discrepancy between bank and Amazon.,account_access_and_security,ESCALATE_TO_HUMAN,Billing mismatch verification hold requiring account specialist.,Billing verification.,PROPOSED
gold_176,Customer contacted @AmazonHelp regarding general product or policy inquiry.,@AmazonHelp Does Amazon ship to APO/FPO military addresses overseas?,general_product_or_policy_inquiry,AUTO_HANDLE,Military shipping policy and USPS guidelines.,Shipping policy.,PROPOSED
gold_177,Customer contacted @AmazonHelp regarding general product or policy inquiry.,@AmazonHelp Can I combine two Amazon gift cards on a single order?,general_product_or_policy_inquiry,AUTO_HANDLE,Gift card redemption policy.,Payment policy.,PROPOSED
gold_178,Customer contacted @AmazonHelp regarding general product or policy inquiry.,@AmazonHelp What is the difference between Amazon Renewed and Amazon Renewed Premium?,general_product_or_policy_inquiry,AUTO_HANDLE,Renewed warranty tiers comparison.,Product warranty policy.,PROPOSED
gold_179,Customer contacted @AmazonHelp regarding general product or policy inquiry.,@AmazonHelp Can I request Amazon packaging without plastic bubble wrap?,general_product_or_policy_inquiry,AUTO_HANDLE,Frustration-Free packaging options.,Packaging policy.,PROPOSED
gold_180,Customer contacted @AmazonHelp regarding general product or policy inquiry.,@AmazonHelp Does Amazon offer price adjustments if an item goes on sale 2 days later?,general_product_or_policy_inquiry,AUTO_HANDLE,Post-purchase price match policy explanation.,Pricing policy.,PROPOSED
gold_181,Customer contacted @AmazonHelp regarding general product or policy inquiry.,@AmazonHelp Do you price match Walmart on electronics items?,general_product_or_policy_inquiry,AUTO_HANDLE,Retail competitor price matching policy.,Price match policy.,PROPOSED
gold_182,Customer contacted @AmazonHelp regarding general product or policy inquiry.,@AmazonHelp How do I redeem an Amazon physical gift card claim code in the mobile app?,general_product_or_policy_inquiry,AUTO_HANDLE,Gift card claim code entry instructions.,Self-service flow.,PROPOSED
gold_183,Customer contacted @AmazonHelp regarding general product or policy inquiry.,@AmazonHelp Is gift wrapping available for oversized items like bicycles?,general_product_or_policy_inquiry,AUTO_HANDLE,Gift wrapping size limitations policy.,Gift services.,PROPOSED
gold_184,Customer contacted @AmazonHelp regarding general product or policy inquiry.,@AmazonHelp Can I schedule delivery for a specific date next month?,general_product_or_policy_inquiry,AUTO_HANDLE,Scheduled delivery availability for freight items.,Delivery options.,PROPOSED
gold_185,Customer contacted @AmazonHelp regarding general product or policy inquiry.,@AmazonHelp Are Amazon gift cards eligible for use in another country like Amazon Canada?,general_product_or_policy_inquiry,AUTO_HANDLE,Cross-border gift card marketplace restrictions.,Gift card policy.,PROPOSED
gold_186,Customer contacted @AmazonHelp regarding general product or policy inquiry.,@AmazonHelp What is the maximum dollar limit that can be held in an Amazon gift card balance?,general_product_or_policy_inquiry,AUTO_HANDLE,Maximum gift card balance limits policy.,Balance policy.,PROPOSED
gold_187,Customer contacted @AmazonHelp regarding general product or policy inquiry.,@AmazonHelp Does Amazon offer senior citizen discounts or student discounts on non-Prime purchases?,general_product_or_policy_inquiry,AUTO_HANDLE,Promotional discounts eligibility explanation.,Discount policy.,PROPOSED
gold_188,Customer contacted @AmazonHelp regarding general product or policy inquiry.,@AmazonHelp Can I ship items directly to a hotel where I will be staying on vacation?,general_product_or_policy_inquiry,AUTO_HANDLE,Hotel delivery recommendations and address format.,Travel delivery.,PROPOSED
gold_189,Customer contacted @AmazonHelp regarding general product or policy inquiry.,@AmazonHelp What does 'Ships from and sold by Amazon.com' mean vs third party?,general_product_or_policy_inquiry,AUTO_HANDLE,Direct fulfillment vs third-party marketplace seller explanation.,Seller differentiation.,PROPOSED
gold_190,Customer contacted @AmazonHelp regarding general product or policy inquiry.,@AmazonHelp Can I use an HSA/FSA health savings debit card for eligible medical items on Amazon?,general_product_or_policy_inquiry,AUTO_HANDLE,HSA/FSA payment method setup and eligible items.,Health payment policy.,PROPOSED
gold_191,Customer contacted @AmazonHelp regarding general product or policy inquiry.,@AmazonHelp How do I find my Amazon customer public profile and reviews?,general_product_or_policy_inquiry,AUTO_HANDLE,Public profile settings guidance.,Profile settings.,PROPOSED
gold_192,Customer contacted @AmazonHelp regarding general product or policy inquiry.,@AmazonHelp Are refurbished Apple Watches backed by Apple or by Amazon Renewed?,general_product_or_policy_inquiry,AUTO_HANDLE,Renewed warranty provider clarification.,Warranty policy.,PROPOSED
gold_193,Customer contacted @AmazonHelp regarding general product or policy inquiry.,@AmazonHelp Can I split payment between an Amazon gift card and Apple Pay?,general_product_or_policy_inquiry,AUTO_HANDLE,Apple Pay and split payment policy.,Payment methods.,PROPOSED
gold_194,Customer contacted @AmazonHelp regarding general product or policy inquiry.,@AmazonHelp Does Amazon have a trade-in program for old smartphones and Kindles?,general_product_or_policy_inquiry,AUTO_HANDLE,Amazon Trade-In program instructions.,Trade-in policy.,PROPOSED
gold_195,Customer contacted @AmazonHelp regarding general product or policy inquiry.,@AmazonHelp How does Amazon Locker delivery work if the parcel is too big for the slot?,general_product_or_policy_inquiry,AUTO_HANDLE,Locker package size limitations policy.,Locker policy.,PROPOSED
gold_196,Customer contacted @AmazonHelp regarding general product or policy inquiry.,@AmazonHelp Does Amazon sponsor local charity 5K events or non-profit donations?,general_product_or_policy_inquiry,AUTO_HANDLE,Community donation and AmazonSmile policy.,Corporate donation.,PROPOSED
gold_197,Customer contacted @AmazonHelp regarding general product or policy inquiry.,@AmazonHelp What happens if I forget to pick up my package from an Amazon Locker after 3 days?,general_product_or_policy_inquiry,AUTO_HANDLE,Locker 3-day hold expiration and automated return refund.,Locker policy.,PROPOSED
gold_198,Customer contacted @AmazonHelp regarding general product or policy inquiry.,@AmazonHelp How can I tell if a product review is verified purchase?,general_product_or_policy_inquiry,AUTO_HANDLE,Verified Purchase badge explanation.,Review guidelines.,PROPOSED
gold_199,Customer contacted @AmazonHelp regarding general product or policy inquiry.,@AmazonHelp Does Amazon ship lithium batteries via air freight to Alaska and Hawaii?,general_product_or_policy_inquiry,AUTO_HANDLE,Hazmat air transport restrictions to non-contiguous US.,Hazmat shipping.,PROPOSED
gold_200,Customer contacted @AmazonHelp regarding general product or policy inquiry.,@AmazonHelp Can I download an official quote for a corporate purchase order before buying?,general_product_or_policy_inquiry,AUTO_HANDLE,Amazon Business procurement quote generation.,Business feature.,PROPOSED
