id,brand,conversation_id,customer_message,conversation_context,historical_response,intent,gold_escalation,gold_reason
conv_amzn_00149,AmazonHelp,conv_amzn_00149,"@AmazonHelp The Amazon app sent a notification saying my Instant Pot Duo was delivered to my front porch 15 minutes ago, but the porch is empty!",Customer reaching out to @AmazonHelp regarding missing or stolen package.,"Carriers sometimes scan packages just prior to walking up to the door. Please allow until the end of the day, and check with household members or side porches: https://amzn.to/find-missing. If still not found tomorrow, reach back out! ^MK",missing_or_stolen_package,AUTO_HANDLE,Scan occurred within past hour; standard buffer and safe spot search recommended.
conv_amzn_00150,AmazonHelp,conv_amzn_00150,@AmazonHelp The return window for my Instant Pot Duo closed 3 days ago because I was hospitalized. Can an exception be made to return it?,Customer reaching out to @AmazonHelp regarding return and refund status.,"We hope you are recovering well. While the online return portal locks after the return window, please send us a DM with your order ID so a customer care supervisor can review your case for an exception: https://amzn.to/dm ^JW",return_and_refund_status,ESCALATE_TO_HUMAN,Policy exception request requiring human supervisor override.
conv_amzn_00151,AmazonHelp,conv_amzn_00151,"@AmazonHelp It has been 18 days since your return center acknowledged receipt of my #112-5015485-6119826, but my refund of $326.99 is still not issued. Where is my money?",Customer reaching out to @AmazonHelp regarding return and refund status.,We apologize for the delay. Eighteen days exceeds our normal processing timeline. Please send us a DM with your order number so a billing specialist can review the return status and manually release your refund: https://amzn.to/dm ^AB,return_and_refund_status,ESCALATE_TO_HUMAN,Refund overdue beyond standard SLA (>14 days); requires manual finance clearance.
conv_amzn_00152,AmazonHelp,conv_amzn_00152,@AmazonHelp I need an official tax invoice with VAT ID for my company purchase order #114-6958557-1874804.,Customer reaching out to @AmazonHelp regarding general product or policy inquiry.,You can download official tax invoices directly from Your Orders by clicking 'Invoice' on the order details page: https://amzn.to/your-orders ^SJ,general_product_or_policy_inquiry,AUTO_HANDLE,Self-service business invoice download guidance.
conv_amzn_00153,AmazonHelp,conv_amzn_00153,@AmazonHelp My Anker Portable Charger arrived today but the packaging was crushed and the item is cracked in half! Do I have to send back broken glass?,Customer reaching out to @AmazonHelp regarding damaged or incorrect item.,We're very sorry your item arrived damaged! You do not need to ship back broken glass. Please visit Your Orders and select 'Return or replace items' to request a free replacement: https://amzn.to/your-orders. DM us if you need help: https://amzn.to/dm ^SJ,damaged_or_incorrect_item,AUTO_HANDLE,Automated returns portal guidance for broken item replacement without hazardous return shipment.
conv_amzn_00154,AmazonHelp,conv_amzn_00154,"@AmazonHelp The Amazon app sent a notification saying my Apple AirPods Pro was delivered to my front porch 60 minutes ago, but the porch is empty!",Customer reaching out to @AmazonHelp regarding missing or stolen package.,"Carriers sometimes scan packages just prior to walking up to the door. Please allow until the end of the day, and check with household members or side porches: https://amzn.to/find-missing. If still not found tomorrow, reach back out! ^TB",missing_or_stolen_package,AUTO_HANDLE,Scan occurred within past hour; standard buffer and safe spot search recommended.
conv_amzn_00155,AmazonHelp,conv_amzn_00155,"@AmazonHelp My Kindle Paperwhite was promised for delivery by 5 PM today, but tracking shows it hasn't even left the facility. Order #111-6261219-5423800.",Customer reaching out to @AmazonHelp regarding delivery delay and tracking.,"We apologize for the delay! Carrier transit times can vary. You can view the most up-to-date tracking information here: https://amzn.to/track. If it doesn't arrive by tomorrow evening, please DM us with your order ID: https://amzn.to/dm ^JW",delivery_delay_and_tracking,AUTO_HANDLE,Standard transit buffer; directed customer to official live tracking.
conv_amzn_00156,AmazonHelp,conv_amzn_00156,@AmazonHelp Liquid soap bottle leaked inside the box and ruined the electronics (Ninja Air Fryer) that were shipped together in the same box!,Customer reaching out to @AmazonHelp regarding damaged or incorrect item.,We're so sorry for this shipping error! Please send us a direct message with photos of the damaged package and your order ID so we can issue a full replacement for all affected items: https://amzn.to/dm ^RG,damaged_or_incorrect_item,ESCALATE_TO_HUMAN,Cross-item hazardous spill damaging electronics; human damage assessment required.
conv_amzn_00157,AmazonHelp,conv_amzn_00157,"@AmazonHelp Tracking says 'Departed facility' since Thursday, but there have been no new updates for 4 days. Is my order #112-1562034-9126121 lost?",Customer reaching out to @AmazonHelp regarding delivery delay and tracking.,We understand your concern regarding the lack of tracking movement. Please send us a direct message with your order number and email address so we can initiate an investigation with the carrier: https://amzn.to/dm ^SJ,delivery_delay_and_tracking,ESCALATE_TO_HUMAN,Carrier stall exceeding 48h SLA; requires human carrier tracing.
conv_amzn_00158,AmazonHelp,conv_amzn_00158,@AmazonHelp I dropped off my return of Levi's Denim Jacket at The UPS Store on Saturday. When should I expect the refund to appear on my credit card?,Customer reaching out to @AmazonHelp regarding return and refund status.,"Once the return is received, refunds typically take 3 to 5 business days to process back to your original payment method. You can track refund progress under Your Orders: https://amzn.to/refund-status ^JW",return_and_refund_status,AUTO_HANDLE,Standard banking processing timeline explanation.
conv_amzn_00159,AmazonHelp,conv_amzn_00159,@AmazonHelp I ordered a Fitbit Charge 6 ($627.50) and you sent me a box of dog food! Order #112-9874482-4014877. This is a totally different item!,Customer reaching out to @AmazonHelp regarding damaged or incorrect item.,We sincerely apologize for this warehouse mix-up! Please DM us your order number so our fulfillment escalation team can investigate the inventory error and dispatch the correct item immediately: https://amzn.to/dm ^MK,damaged_or_incorrect_item,ESCALATE_TO_HUMAN,Severe inventory mispick requiring warehouse audit and expedited replacement.
conv_amzn_00160,AmazonHelp,conv_amzn_00160,@AmazonHelp I need an official tax invoice with VAT ID for my company purchase order #112-4476906-8162255.,Customer reaching out to @AmazonHelp regarding general product or policy inquiry.,You can download official tax invoices directly from Your Orders by clicking 'Invoice' on the order details page: https://amzn.to/your-orders ^MK,general_product_or_policy_inquiry,AUTO_HANDLE,Self-service business invoice download guidance.
conv_amzn_00161,AmazonHelp,conv_amzn_00161,"@AmazonHelp I was just charged $90.00 for Amazon Prime annual renewal today, but I forgot to cancel. Can I get a refund if I haven't used it?",Customer reaching out to @AmazonHelp regarding prime membership and billing.,"Yes! If you haven't used any Prime benefits since the renewal charge, you will automatically receive a full refund when you cancel at: https://amzn.to/manage-prime ^MK",prime_membership_and_billing,AUTO_HANDLE,Prorated/unused Prime auto-refund policy self-service guidance.
conv_amzn_00162,AmazonHelp,conv_amzn_00162,@AmazonHelp My Apple AirPods Pro arrived today but the packaging was crushed and the item is cracked in half! Do I have to send back broken glass?,Customer reaching out to @AmazonHelp regarding damaged or incorrect item.,We're very sorry your item arrived damaged! You do not need to ship back broken glass. Please visit Your Orders and select 'Return or replace items' to request a free replacement: https://amzn.to/your-orders. DM us if you need help: https://amzn.to/dm ^KL,damaged_or_incorrect_item,AUTO_HANDLE,Automated returns portal guidance for broken item replacement without hazardous return shipment.
conv_amzn_00163,AmazonHelp,conv_amzn_00163,@AmazonHelp It has been 36 hours since my package #112-8159555-9009917 was marked delivered. I checked with neighbors and my building management. It is not here.,Customer reaching out to @AmazonHelp regarding missing or stolen package.,"Thank you for thoroughly checking around your property. Since 36 hours have passed, please DM us your order ID so our team can file a missing package claim and issue a replacement or refund: https://amzn.to/dm ^RG",missing_or_stolen_package,ESCALATE_TO_HUMAN,Waiting window expired and parcel missing; requires human claims specialist.
conv_amzn_00164,AmazonHelp,conv_amzn_00164,@AmazonHelp The return window for my Dyson V8 Vacuum closed 3 days ago because I was hospitalized. Can an exception be made to return it?,Customer reaching out to @AmazonHelp regarding return and refund status.,"We hope you are recovering well. While the online return portal locks after the return window, please send us a DM with your order ID so a customer care supervisor can review your case for an exception: https://amzn.to/dm ^DL",return_and_refund_status,ESCALATE_TO_HUMAN,Policy exception request requiring human supervisor override.
conv_amzn_00165,AmazonHelp,conv_amzn_00165,@AmazonHelp I ordered a LEGO Star Wars Set ($241.99) and you sent me a box of cat litter! Order #111-1222702-6341818. This is a totally different item!,Customer reaching out to @AmazonHelp regarding damaged or incorrect item.,We sincerely apologize for this warehouse mix-up! Please DM us your order number so our fulfillment escalation team can investigate the inventory error and dispatch the correct item immediately: https://amzn.to/dm ^AB,damaged_or_incorrect_item,ESCALATE_TO_HUMAN,Severe inventory mispick requiring warehouse audit and expedited replacement.
conv_amzn_00166,AmazonHelp,conv_amzn_00166,@AmazonHelp Prime Video keeps giving error code 7031 when playing movies on my LG WebOS TV. How do I fix this?,Customer reaching out to @AmazonHelp regarding digital services and devices.,"Error 7031 is typically resolved by restarting your device and router, or clearing the Prime Video app cache. You can find detailed troubleshooting steps here: https://amzn.to/prime-video-help ^SJ",digital_services_and_devices,AUTO_HANDLE,Standard streaming cache/reboot troubleshooting steps.
conv_amzn_00167,AmazonHelp,conv_amzn_00167,@AmazonHelp Order #114-9565554-2493211 contains urgent medical supplies for my family that was guaranteed yesterday. Where is the courier right now?,Customer reaching out to @AmazonHelp regarding delivery delay and tracking.,"We sincerely apologize for this critical delay. Given the urgency of these supplies, please DM us immediately so a priority dispatcher can coordinate with the local logistics hub: https://amzn.to/dm ^TB",delivery_delay_and_tracking,ESCALATE_TO_HUMAN,Time-critical urgent medical delivery requiring priority dispatcher intervention.
conv_amzn_00168,AmazonHelp,conv_amzn_00168,@AmazonHelp Does Amazon Logistics deliver on Sundays in Atlanta? My tracking says arriving Sunday by 9pm.,Customer reaching out to @AmazonHelp regarding delivery delay and tracking.,"Yes! Amazon Logistics delivers 7 days a week, including Sundays in most metropolitan areas. You can follow the driver's stop countdown in the Amazon app once out for delivery: https://amzn.to/your-orders ^SJ",delivery_delay_and_tracking,AUTO_HANDLE,General Sunday delivery policy inquiry; answered directly.
conv_amzn_00169,AmazonHelp,conv_amzn_00169,"@AmazonHelp My Levi's Denim Jacket was promised for delivery by 2 PM today, but tracking shows it hasn't even left the facility. Order #112-8902067-2537859.",Customer reaching out to @AmazonHelp regarding delivery delay and tracking.,"We apologize for the delay! Carrier transit times can vary. You can view the most up-to-date tracking information here: https://amzn.to/track. If it doesn't arrive by tomorrow evening, please DM us with your order ID: https://amzn.to/dm ^SJ",delivery_delay_and_tracking,AUTO_HANDLE,Standard transit buffer; directed customer to official live tracking.
conv_amzn_00170,AmazonHelp,conv_amzn_00170,@AmazonHelp Liquid soap bottle leaked inside the box and ruined the electronics (Apple AirPods Pro) that were shipped together in the same box!,Customer reaching out to @AmazonHelp regarding damaged or incorrect item.,We're so sorry for this shipping error! Please send us a direct message with photos of the damaged package and your order ID so we can issue a full replacement for all affected items: https://amzn.to/dm ^RG,damaged_or_incorrect_item,ESCALATE_TO_HUMAN,Cross-item hazardous spill damaging electronics; human damage assessment required.
conv_amzn_00171,AmazonHelp,conv_amzn_00171,"@AmazonHelp Tracking says 'In Transit' since Friday, but there have been no new updates for 4 days. Is my order #111-1822456-7744046 lost?",Customer reaching out to @AmazonHelp regarding delivery delay and tracking.,We understand your concern regarding the lack of tracking movement. Please send us a direct message with your order number and email address so we can initiate an investigation with the carrier: https://amzn.to/dm ^AB,delivery_delay_and_tracking,ESCALATE_TO_HUMAN,Carrier stall exceeding 48h SLA; requires human carrier tracing.
conv_amzn_00172,AmazonHelp,conv_amzn_00172,"@AmazonHelp Tracking says 'Out for Delivery' since Wednesday, but there have been no new updates for 4 days. Is my order #112-7404434-8049561 lost?",Customer reaching out to @AmazonHelp regarding delivery delay and tracking.,We understand your concern regarding the lack of tracking movement. Please send us a direct message with your order number and email address so we can initiate an investigation with the carrier: https://amzn.to/dm ^MK,delivery_delay_and_tracking,ESCALATE_TO_HUMAN,Carrier stall exceeding 48h SLA; requires human carrier tracing.
conv_amzn_00173,AmazonHelp,conv_amzn_00173,"@AmazonHelp Tracking says 'In Transit' since Saturday, but there have been no new updates for 4 days. Is my order #112-1016321-8539765 lost?",Customer reaching out to @AmazonHelp regarding delivery delay and tracking.,We understand your concern regarding the lack of tracking movement. Please send us a direct message with your order number and email address so we can initiate an investigation with the carrier: https://amzn.to/dm ^DL,delivery_delay_and_tracking,ESCALATE_TO_HUMAN,Carrier stall exceeding 48h SLA; requires human carrier tracing.
conv_amzn_00174,AmazonHelp,conv_amzn_00174,@AmazonHelp Does Amazon Logistics deliver on Sundays in Boston? My tracking says arriving Sunday by 9pm.,Customer reaching out to @AmazonHelp regarding delivery delay and tracking.,"Yes! Amazon Logistics delivers 7 days a week, including Sundays in most metropolitan areas. You can follow the driver's stop countdown in the Amazon app once out for delivery: https://amzn.to/your-orders ^TB",delivery_delay_and_tracking,AUTO_HANDLE,General Sunday delivery policy inquiry; answered directly.
conv_amzn_00175,AmazonHelp,conv_amzn_00175,@AmazonHelp Liquid soap bottle leaked inside the box and ruined the electronics (Oral-B Electric Toothbrush) that were shipped together in the same box!,Customer reaching out to @AmazonHelp regarding damaged or incorrect item.,We're so sorry for this shipping error! Please send us a direct message with photos of the damaged package and your order ID so we can issue a full replacement for all affected items: https://amzn.to/dm ^JW,damaged_or_incorrect_item,ESCALATE_TO_HUMAN,Cross-item hazardous spill damaging electronics; human damage assessment required.
conv_amzn_00176,AmazonHelp,conv_amzn_00176,@AmazonHelp Order #113-1096864-3761269 contains urgent medical supplies for my family that was guaranteed yesterday. Where is the courier right now?,Customer reaching out to @AmazonHelp regarding delivery delay and tracking.,"We sincerely apologize for this critical delay. Given the urgency of these supplies, please DM us immediately so a priority dispatcher can coordinate with the local logistics hub: https://amzn.to/dm ^MK",delivery_delay_and_tracking,ESCALATE_TO_HUMAN,Time-critical urgent medical delivery requiring priority dispatcher intervention.
conv_amzn_00177,AmazonHelp,conv_amzn_00177,"@AmazonHelp My Levi's Denim Jacket was promised for delivery by 5 PM today, but tracking shows it hasn't even left the facility. Order #112-9703976-2965778.",Customer reaching out to @AmazonHelp regarding delivery delay and tracking.,"We apologize for the delay! Carrier transit times can vary. You can view the most up-to-date tracking information here: https://amzn.to/track. If it doesn't arrive by tomorrow evening, please DM us with your order ID: https://amzn.to/dm ^KL",delivery_delay_and_tracking,AUTO_HANDLE,Standard transit buffer; directed customer to official live tracking.
conv_amzn_00178,AmazonHelp,conv_amzn_00178,"@AmazonHelp The Ninja Air Fryer I received has a ripped retail seal and looks like it was already used by someone else, but I paid for brand new!",Customer reaching out to @AmazonHelp regarding damaged or incorrect item.,"We apologize for this experience. We take new item guarantees seriously. Please go to Your Orders to request an exchange for an unopened replacement, or DM us if you need assistance: https://amzn.to/your-orders ^MK",damaged_or_incorrect_item,AUTO_HANDLE,Used-sold-as-new complaint; customer guided to instant exchange flow.
conv_amzn_00179,AmazonHelp,conv_amzn_00179,@AmazonHelp It has been 36 hours since my package #113-4073120-4542877 was marked delivered. I checked with neighbors and my building management. It is not here.,Customer reaching out to @AmazonHelp regarding missing or stolen package.,"Thank you for thoroughly checking around your property. Since 36 hours have passed, please DM us your order ID so our team can file a missing package claim and issue a replacement or refund: https://amzn.to/dm ^TB",missing_or_stolen_package,ESCALATE_TO_HUMAN,Waiting window expired and parcel missing; requires human claims specialist.
conv_amzn_00180,AmazonHelp,conv_amzn_00180,"@AmazonHelp My Samsung 55-inch OLED TV was promised for delivery by 8 PM today, but tracking shows it hasn't even left the facility. Order #114-9426720-8183057.",Customer reaching out to @AmazonHelp regarding delivery delay and tracking.,"We apologize for the delay! Carrier transit times can vary. You can view the most up-to-date tracking information here: https://amzn.to/track. If it doesn't arrive by tomorrow evening, please DM us with your order ID: https://amzn.to/dm ^MK",delivery_delay_and_tracking,AUTO_HANDLE,Standard transit buffer; directed customer to official live tracking.
conv_amzn_00181,AmazonHelp,conv_amzn_00181,@AmazonHelp The return window for my Anker Portable Charger closed 3 days ago because I was hospitalized. Can an exception be made to return it?,Customer reaching out to @AmazonHelp regarding return and refund status.,"We hope you are recovering well. While the online return portal locks after the return window, please send us a DM with your order ID so a customer care supervisor can review your case for an exception: https://amzn.to/dm ^JW",return_and_refund_status,ESCALATE_TO_HUMAN,Policy exception request requiring human supervisor override.
conv_amzn_00182,AmazonHelp,conv_amzn_00182,@AmazonHelp Delivery photo shows a completely different apartment number (592) and a red doormat. I live in unit 532 and don't have a red mat!,Customer reaching out to @AmazonHelp regarding missing or stolen package.,"We apologize for the misdelivery! Please send us a direct message with your order number so we can review the courier photo, verify your unit, and process an immediate replacement: https://amzn.to/dm ^KL",missing_or_stolen_package,ESCALATE_TO_HUMAN,Photographic proof of misdelivery to wrong unit; requires replacement authorization.
conv_amzn_00183,AmazonHelp,conv_amzn_00183,"@AmazonHelp It has been 18 days since your return center acknowledged receipt of my #112-7258893-2049933, but my refund of $52.50 is still not issued. Where is my money?",Customer reaching out to @AmazonHelp regarding return and refund status.,We apologize for the delay. Eighteen days exceeds our normal processing timeline. Please send us a DM with your order number so a billing specialist can review the return status and manually release your refund: https://amzn.to/dm ^MK,return_and_refund_status,ESCALATE_TO_HUMAN,Refund overdue beyond standard SLA (>14 days); requires manual finance clearance.
conv_amzn_00184,AmazonHelp,conv_amzn_00184,@AmazonHelp It has been 36 hours since my package #112-4474326-7564274 was marked delivered. I checked with neighbors and my building management. It is not here.,Customer reaching out to @AmazonHelp regarding missing or stolen package.,"Thank you for thoroughly checking around your property. Since 36 hours have passed, please DM us your order ID so our team can file a missing package claim and issue a replacement or refund: https://amzn.to/dm ^SJ",missing_or_stolen_package,ESCALATE_TO_HUMAN,Waiting window expired and parcel missing; requires human claims specialist.
conv_amzn_00185,AmazonHelp,conv_amzn_00185,@AmazonHelp I ordered a Anker Portable Charger ($243.00) and you sent me a box of pack of socks! Order #113-5090354-9500609. This is a totally different item!,Customer reaching out to @AmazonHelp regarding damaged or incorrect item.,We sincerely apologize for this warehouse mix-up! Please DM us your order number so our fulfillment escalation team can investigate the inventory error and dispatch the correct item immediately: https://amzn.to/dm ^SJ,damaged_or_incorrect_item,ESCALATE_TO_HUMAN,Severe inventory mispick requiring warehouse audit and expedited replacement.
conv_amzn_00186,AmazonHelp,conv_amzn_00186,@AmazonHelp I ordered a Dyson V8 Vacuum ($64.99) and you sent me a box of pack of socks! Order #112-1598650-9997597. This is a totally different item!,Customer reaching out to @AmazonHelp regarding damaged or incorrect item.,We sincerely apologize for this warehouse mix-up! Please DM us your order number so our fulfillment escalation team can investigate the inventory error and dispatch the correct item immediately: https://amzn.to/dm ^SJ,damaged_or_incorrect_item,ESCALATE_TO_HUMAN,Severe inventory mispick requiring warehouse audit and expedited replacement.
conv_amzn_00187,AmazonHelp,conv_amzn_00187,@AmazonHelp Delivery photo shows a completely different apartment number (230) and a red doormat. I live in unit 393 and don't have a red mat!,Customer reaching out to @AmazonHelp regarding missing or stolen package.,"We apologize for the misdelivery! Please send us a direct message with your order number so we can review the courier photo, verify your unit, and process an immediate replacement: https://amzn.to/dm ^AB",missing_or_stolen_package,ESCALATE_TO_HUMAN,Photographic proof of misdelivery to wrong unit; requires replacement authorization.
conv_amzn_00188,AmazonHelp,conv_amzn_00188,"@AmazonHelp My Dyson V8 Vacuum was promised for delivery by 9 PM today, but tracking shows it hasn't even left the facility. Order #111-9183724-3027170.",Customer reaching out to @AmazonHelp regarding delivery delay and tracking.,"We apologize for the delay! Carrier transit times can vary. You can view the most up-to-date tracking information here: https://amzn.to/track. If it doesn't arrive by tomorrow evening, please DM us with your order ID: https://amzn.to/dm ^RG",delivery_delay_and_tracking,AUTO_HANDLE,Standard transit buffer; directed customer to official live tracking.
conv_amzn_00189,AmazonHelp,conv_amzn_00189,@AmazonHelp Prime Video keeps giving error code 1060 when playing movies on my Apple TV. How do I fix this?,Customer reaching out to @AmazonHelp regarding digital services and devices.,"Error 1060 is typically resolved by restarting your device and router, or clearing the Prime Video app cache. You can find detailed troubleshooting steps here: https://amzn.to/prime-video-help ^DL",digital_services_and_devices,AUTO_HANDLE,Standard streaming cache/reboot troubleshooting steps.
conv_amzn_00190,AmazonHelp,conv_amzn_00190,@AmazonHelp It has been 36 hours since my package #113-7953124-7899507 was marked delivered. I checked with neighbors and my building management. It is not here.,Customer reaching out to @AmazonHelp regarding missing or stolen package.,"Thank you for thoroughly checking around your property. Since 36 hours have passed, please DM us your order ID so our team can file a missing package claim and issue a replacement or refund: https://amzn.to/dm ^SJ",missing_or_stolen_package,ESCALATE_TO_HUMAN,Waiting window expired and parcel missing; requires human claims specialist.
conv_amzn_00191,AmazonHelp,conv_amzn_00191,@AmazonHelp I need an official tax invoice with VAT ID for my company purchase order #114-8907033-5878076.,Customer reaching out to @AmazonHelp regarding general product or policy inquiry.,You can download official tax invoices directly from Your Orders by clicking 'Invoice' on the order details page: https://amzn.to/your-orders ^DL,general_product_or_policy_inquiry,AUTO_HANDLE,Self-service business invoice download guidance.
conv_amzn_00192,AmazonHelp,conv_amzn_00192,@AmazonHelp I ordered a Ceramic Dinnerware Set ($595.50) and you sent me a box of pack of socks! Order #111-4284591-9577195. This is a totally different item!,Customer reaching out to @AmazonHelp regarding damaged or incorrect item.,We sincerely apologize for this warehouse mix-up! Please DM us your order number so our fulfillment escalation team can investigate the inventory error and dispatch the correct item immediately: https://amzn.to/dm ^RG,damaged_or_incorrect_item,ESCALATE_TO_HUMAN,Severe inventory mispick requiring warehouse audit and expedited replacement.
conv_amzn_00193,AmazonHelp,conv_amzn_00193,@AmazonHelp Liquid soap bottle leaked inside the box and ruined the electronics (Keurig Coffee Maker) that were shipped together in the same box!,Customer reaching out to @AmazonHelp regarding damaged or incorrect item.,We're so sorry for this shipping error! Please send us a direct message with photos of the damaged package and your order ID so we can issue a full replacement for all affected items: https://amzn.to/dm ^SJ,damaged_or_incorrect_item,ESCALATE_TO_HUMAN,Cross-item hazardous spill damaging electronics; human damage assessment required.
conv_amzn_00194,AmazonHelp,conv_amzn_00194,"@AmazonHelp Driver marked package attempted because they couldn't access the building gate, but no one buzzed my apartment 313!",Customer reaching out to @AmazonHelp regarding delivery delay and tracking.,"We're sorry for the inconvenience! Drivers will automatically re-attempt delivery on the next business day. You can add permanent gate codes in Your Account > Addresses: https://amzn.to/delivery-instructions. If urgent, DM us: https://amzn.to/dm ^AB",delivery_delay_and_tracking,AUTO_HANDLE,Gate access issue; self-service delivery instruction update provided.
conv_amzn_00195,AmazonHelp,conv_amzn_00195,@AmazonHelp I need an official tax invoice with VAT ID for my company purchase order #111-9342145-7632544.,Customer reaching out to @AmazonHelp regarding general product or policy inquiry.,You can download official tax invoices directly from Your Orders by clicking 'Invoice' on the order details page: https://amzn.to/your-orders ^RG,general_product_or_policy_inquiry,AUTO_HANDLE,Self-service business invoice download guidance.
conv_amzn_00196,AmazonHelp,conv_amzn_00196,@AmazonHelp Prime Video keeps giving error code 5004 when playing movies on my Apple TV. How do I fix this?,Customer reaching out to @AmazonHelp regarding digital services and devices.,"Error 5004 is typically resolved by restarting your device and router, or clearing the Prime Video app cache. You can find detailed troubleshooting steps here: https://amzn.to/prime-video-help ^SJ",digital_services_and_devices,AUTO_HANDLE,Standard streaming cache/reboot troubleshooting steps.
conv_amzn_00197,AmazonHelp,conv_amzn_00197,"@AmazonHelp I was just charged $83.99 for Amazon Prime annual renewal today, but I forgot to cancel. Can I get a refund if I haven't used it?",Customer reaching out to @AmazonHelp regarding prime membership and billing.,"Yes! If you haven't used any Prime benefits since the renewal charge, you will automatically receive a full refund when you cancel at: https://amzn.to/manage-prime ^KL",prime_membership_and_billing,AUTO_HANDLE,Prorated/unused Prime auto-refund policy self-service guidance.
conv_amzn_00198,AmazonHelp,conv_amzn_00198,@AmazonHelp Order #113-7961283-4671069 contains urgent medical supplies for my family that was guaranteed yesterday. Where is the courier right now?,Customer reaching out to @AmazonHelp regarding delivery delay and tracking.,"We sincerely apologize for this critical delay. Given the urgency of these supplies, please DM us immediately so a priority dispatcher can coordinate with the local logistics hub: https://amzn.to/dm ^DL",delivery_delay_and_tracking,ESCALATE_TO_HUMAN,Time-critical urgent medical delivery requiring priority dispatcher intervention.
conv_amzn_00199,AmazonHelp,conv_amzn_00199,@AmazonHelp I ordered a Ninja Air Fryer ($84.00) and you sent me a box of cat litter! Order #111-9543593-9605266. This is a totally different item!,Customer reaching out to @AmazonHelp regarding damaged or incorrect item.,We sincerely apologize for this warehouse mix-up! Please DM us your order number so our fulfillment escalation team can investigate the inventory error and dispatch the correct item immediately: https://amzn.to/dm ^JW,damaged_or_incorrect_item,ESCALATE_TO_HUMAN,Severe inventory mispick requiring warehouse audit and expedited replacement.
conv_amzn_00200,AmazonHelp,conv_amzn_00200,@AmazonHelp I need an official tax invoice with VAT ID for my company purchase order #112-5132432-6872238.,Customer reaching out to @AmazonHelp regarding general product or policy inquiry.,You can download official tax invoices directly from Your Orders by clicking 'Invoice' on the order details page: https://amzn.to/your-orders ^KL,general_product_or_policy_inquiry,AUTO_HANDLE,Self-service business invoice download guidance.
conv_amzn_00201,AmazonHelp,conv_amzn_00201,"@AmazonHelp Tracking says 'Carrier picked up package' since Wednesday, but there have been no new updates for 4 days. Is my order #113-6648096-1352958 lost?",Customer reaching out to @AmazonHelp regarding delivery delay and tracking.,We understand your concern regarding the lack of tracking movement. Please send us a direct message with your order number and email address so we can initiate an investigation with the carrier: https://amzn.to/dm ^RG,delivery_delay_and_tracking,ESCALATE_TO_HUMAN,Carrier stall exceeding 48h SLA; requires human carrier tracing.
conv_amzn_00202,AmazonHelp,conv_amzn_00202,"@AmazonHelp I was just charged $422.99 for Amazon Prime annual renewal today, but I forgot to cancel. Can I get a refund if I haven't used it?",Customer reaching out to @AmazonHelp regarding prime membership and billing.,"Yes! If you haven't used any Prime benefits since the renewal charge, you will automatically receive a full refund when you cancel at: https://amzn.to/manage-prime ^KL",prime_membership_and_billing,AUTO_HANDLE,Prorated/unused Prime auto-refund policy self-service guidance.
conv_amzn_00203,AmazonHelp,conv_amzn_00203,@AmazonHelp I ordered a Levi's Denim Jacket ($22.99) and you sent me a box of cat litter! Order #111-7808867-1054541. This is a totally different item!,Customer reaching out to @AmazonHelp regarding damaged or incorrect item.,We sincerely apologize for this warehouse mix-up! Please DM us your order number so our fulfillment escalation team can investigate the inventory error and dispatch the correct item immediately: https://amzn.to/dm ^DL,damaged_or_incorrect_item,ESCALATE_TO_HUMAN,Severe inventory mispick requiring warehouse audit and expedited replacement.
conv_amzn_00204,AmazonHelp,conv_amzn_00204,@AmazonHelp I ordered a Oral-B Electric Toothbrush ($30.50) and you sent me a box of cat litter! Order #111-4096671-8708446. This is a totally different item!,Customer reaching out to @AmazonHelp regarding damaged or incorrect item.,We sincerely apologize for this warehouse mix-up! Please DM us your order number so our fulfillment escalation team can investigate the inventory error and dispatch the correct item immediately: https://amzn.to/dm ^SJ,damaged_or_incorrect_item,ESCALATE_TO_HUMAN,Severe inventory mispick requiring warehouse audit and expedited replacement.
conv_amzn_00205,AmazonHelp,conv_amzn_00205,"@AmazonHelp The Amazon app sent a notification saying my Fitbit Charge 6 was delivered to my front porch 15 minutes ago, but the porch is empty!",Customer reaching out to @AmazonHelp regarding missing or stolen package.,"Carriers sometimes scan packages just prior to walking up to the door. Please allow until the end of the day, and check with household members or side porches: https://amzn.to/find-missing. If still not found tomorrow, reach back out! ^AB",missing_or_stolen_package,AUTO_HANDLE,Scan occurred within past hour; standard buffer and safe spot search recommended.
conv_amzn_00206,AmazonHelp,conv_amzn_00206,@AmazonHelp The return window for my Apple AirPods Pro closed 3 days ago because I was hospitalized. Can an exception be made to return it?,Customer reaching out to @AmazonHelp regarding return and refund status.,"We hope you are recovering well. While the online return portal locks after the return window, please send us a DM with your order ID so a customer care supervisor can review your case for an exception: https://amzn.to/dm ^KL",return_and_refund_status,ESCALATE_TO_HUMAN,Policy exception request requiring human supervisor override.
conv_amzn_00207,AmazonHelp,conv_amzn_00207,@AmazonHelp Liquid soap bottle leaked inside the box and ruined the electronics (Fitbit Charge 6) that were shipped together in the same box!,Customer reaching out to @AmazonHelp regarding damaged or incorrect item.,We're so sorry for this shipping error! Please send us a direct message with photos of the damaged package and your order ID so we can issue a full replacement for all affected items: https://amzn.to/dm ^AB,damaged_or_incorrect_item,ESCALATE_TO_HUMAN,Cross-item hazardous spill damaging electronics; human damage assessment required.
